Email/Employee ID,ShiftDate,Intime Date,In Time,Outtime Date,Out Time,Break Duration
2105,2019-12-12,2019-12-12,09:58,2019-12-12,19:12,
2105,2019-12-13,2019-12-13,10:22,2019-12-13,19:08,
2173,2019-12-12,2019-12-12,09:34,2019-12-12,12:13,
2173,2019-12-13,2019-12-13,09:34,2019-12-13,18:38,
2312,2019-12-12,2019-12-12,09:59,2019-12-12,18:38,
2312,2019-12-13,2019-12-13,09:48,2019-12-13,18:19,
2377,2019-12-12,2019-12-12,14:00,2019-12-12,21:55,
2377,2019-12-13,2019-12-13,13:03,2019-12-13,21:16,
2452,2019-12-12,2019-12-12,10:50,2019-12-12,19:15,
2452,2019-12-13,2019-12-13,10:38,2019-12-13,18:42,
2524,2019-12-12,2019-12-12,13:22,2019-12-12,16:24,
2613,2019-12-12,2019-12-12,08:58,2019-12-12,19:39,
2613,2019-12-13,2019-12-13,09:12,2019-12-13,18:58,
2613,2019-12-14,2019-12-14,08:54,2019-12-14,19:14,
2640,2019-12-12,2019-12-12,09:48,2019-12-12,19:09,
2640,2019-12-13,2019-12-13,09:26,2019-12-13,19:29,
2679,2019-12-12,2019-12-12,08:37,2019-12-12,18:06,
2679,2019-12-13,2019-12-13,08:27,2019-12-13,18:03,
2679,2019-12-14,2019-12-14,08:26,2019-12-14,18:08,
2680,2019-12-13,2019-12-13,08:49,2019-12-13,18:17,
2680,2019-12-14,2019-12-14,08:48,2019-12-14,19:07,
2770,2019-12-12,2019-12-12,08:58,2019-12-12,18:04,
2770,2019-12-13,2019-12-13,08:22,2019-12-13,18:33,
2813,2019-12-12,2019-12-12,08:35,2019-12-12,18:17,
2879,2019-12-12,2019-12-12,11:02,2019-12-12,20:09,
2879,2019-12-13,2019-12-13,08:55,2019-12-13,20:07,
2879,2019-12-14,2019-12-14,10:58,2019-12-14,20:00,
2956,2019-12-13,2019-12-13,08:50,2019-12-13,18:04,
2956,2019-12-14,2019-12-14,08:49,2019-12-14,18:03,
2977,2019-12-12,2019-12-12,09:45,2019-12-12,20:40,
2977,2019-12-13,2019-12-13,10:07,2019-12-13,19:52,
3001,2019-12-12,2019-12-12,08:17,2019-12-12,17:31,
3001,2019-12-13,2019-12-13,11:47,2019-12-13,20:49,
3228,2019-12-12,2019-12-12,10:02,2019-12-12,19:17,
3228,2019-12-13,2019-12-13,10:18,2019-12-13,19:24,
3228,2019-12-14,2019-12-14,09:46,2019-12-14,18:30,
3418,2019-12-12,2019-12-12,12:52,2019-12-12,15:39,
3528,2019-12-12,2019-12-12,10:06,2019-12-12,14:52,
3528,2019-12-14,2019-12-14,10:31,2019-12-14,20:15,
3619,2019-12-13,2019-12-13,10:39,2019-12-13,19:14,
3733,2019-12-12,2019-12-12,09:48,2019-12-12,18:38,
3787,2019-12-12,2019-12-12,08:57,2019-12-12,18:29,
3787,2019-12-13,2019-12-13,09:04,2019-12-13,18:05,
3787,2019-12-14,2019-12-14,08:59,2019-12-14,18:02,
3795,2019-12-13,2019-12-13,10:20,2019-12-13,20:26,
3795,2019-12-14,2019-12-14,09:58,2019-12-14,20:15,
3825,2019-12-12,2019-12-12,12:52,2019-12-12,15:39,
3830,2019-12-13,2019-12-13,09:07,2019-12-13,17:33,
3838,2019-12-12,2019-12-12,09:11,2019-12-12,18:04,
3838,2019-12-13,2019-12-13,09:48,2019-12-13,18:58,
3851,2019-12-12,2019-12-12,07:55,2019-12-12,19:45,
3851,2019-12-13,2019-12-13,10:34,2019-12-13,20:28,
3851,2019-12-14,2019-12-14,07:40,2019-12-14,18:20,
3853,2019-12-13,2019-12-13,07:44,2019-12-13,17:24,
3853,2019-12-14,2019-12-14,07:53,2019-12-14,17:51,
3856,2019-12-12,2019-12-12,10:38,2019-12-12,20:20,
3856,2019-12-13,2019-12-13,11:21,2019-12-13,18:38,
3856,2019-12-14,2019-12-14,10:44,2019-12-14,19:10,
3865,2019-12-12,2019-12-12,12:25,2019-12-12,22:01,
3865,2019-12-13,2019-12-13,12:21,2019-12-13,21:18,
3865,2019-12-14,2019-12-14,12:58,2019-12-14,21:32,
4053,2019-12-12,2019-12-12,10:08,2019-12-12,20:09,
4053,2019-12-13,2019-12-13,10:36,2019-12-13,19:18,
4053,2019-12-14,2019-12-14,10:03,2019-12-14,19:18,
4258,2019-12-13,2019-12-13,10:42,2019-12-13,19:31,
4262,2019-12-12,2019-12-12,07:44,2019-12-12,18:05,
4262,2019-12-13,2019-12-13,08:06,2019-12-13,18:10,
4262,2019-12-14,2019-12-14,07:54,2019-12-14,18:04,
4263,2019-12-12,2019-12-12,08:04,2019-12-12,18:37,
4263,2019-12-13,2019-12-13,08:05,2019-12-13,18:42,
4280,2019-12-12,2019-12-12,10:08,2019-12-12,19:53,
4280,2019-12-13,2019-12-13,10:32,2019-12-13,19:49,
4280,2019-12-14,2019-12-14,09:19,2019-12-14,16:26,
4317,2019-12-12,2019-12-12,09:39,2019-12-12,18:49,
4397,2019-12-12,2019-12-12,08:54,2019-12-12,19:04,
4397,2019-12-14,2019-12-14,08:30,2019-12-14,18:03,
4449,2019-12-12,2019-12-12,10:46,2019-12-12,22:58,
4449,2019-12-13,2019-12-13,11:09,2019-12-13,20:59,
4450,2019-12-12,2019-12-12,12:26,2019-12-12,19:32,
4455,2019-12-12,2019-12-12,08:05,2019-12-12,19:43,
4455,2019-12-13,2019-12-13,08:00,2019-12-13,20:09,
4455,2019-12-14,2019-12-14,07:51,2019-12-14,17:27,
4568,2019-12-12,2019-12-12,08:49,2019-12-12,18:26,
4568,2019-12-13,2019-12-13,08:54,2019-12-13,18:27,
4568,2019-12-14,2019-12-14,09:03,2019-12-14,14:46,
4588,2019-12-12,2019-12-12,08:35,2019-12-12,18:22,
4588,2019-12-13,2019-12-13,08:39,2019-12-13,18:10,
4588,2019-12-14,2019-12-14,08:38,2019-12-14,19:05,
4610,2019-12-12,2019-12-12,10:26,2019-12-12,19:39,
4722,2019-12-12,2019-12-12,11:05,2019-12-12,20:40,
4722,2019-12-13,2019-12-13,11:12,2019-12-13,21:01,
4722,2019-12-14,2019-12-14,11:26,2019-12-14,21:18,
4780,2019-12-12,2019-12-12,08:44,2019-12-12,18:17,
4780,2019-12-13,2019-12-13,09:04,2019-12-13,16:30,
4780,2019-12-14,2019-12-14,08:53,2019-12-14,19:24,
4794,2019-12-13,2019-12-13,08:06,2019-12-13,19:01,
4794,2019-12-14,2019-12-14,07:55,2019-12-14,17:24,
4798,2019-12-12,2019-12-12,11:47,2019-12-12,21:38,
4798,2019-12-14,2019-12-14,11:53,2019-12-14,21:04,
4824,2019-12-12,2019-12-12,09:32,2019-12-12,21:43,
4824,2019-12-13,2019-12-13,09:47,2019-12-13,20:59,
4824,2019-12-14,2019-12-14,09:36,2019-12-14,19:31,
4839,2019-12-12,2019-12-12,07:42,2019-12-12,17:32,
4839,2019-12-14,2019-12-14,07:55,2019-12-14,17:31,
4860,2019-12-12,2019-12-12,09:35,2019-12-12,19:15,
4906,2019-12-12,2019-12-12,10:10,2019-12-12,19:10,
4906,2019-12-13,2019-12-13,10:11,2019-12-13,19:46,
4938,2019-12-12,2019-12-12,11:15,2019-12-12,19:15,
4938,2019-12-13,2019-12-13,11:32,2019-12-13,20:50,
4943,2019-12-13,2019-12-13,10:55,2019-12-13,18:58,
4946,2019-12-12,2019-12-12,10:36,2019-12-12,22:17,
4946,2019-12-13,2019-12-13,09:44,2019-12-13,22:51,
4947,2019-12-12,2019-12-12,09:56,2019-12-12,19:07,
4947,2019-12-13,2019-12-13,10:06,2019-12-13,19:05,
4947,2019-12-14,2019-12-14,10:31,2019-12-14,19:06,
4949,2019-12-12,2019-12-12,07:47,2019-12-12,17:23,
4949,2019-12-13,2019-12-13,07:50,2019-12-13,17:16,
4949,2019-12-14,2019-12-14,08:02,2019-12-14,17:06,
4954,2019-12-14,2019-12-14,08:08,2019-12-14,18:02,
4955,2019-12-12,2019-12-12,08:36,2019-12-12,18:22,
4955,2019-12-13,2019-12-13,08:39,2019-12-13,18:12,
4955,2019-12-14,2019-12-14,08:38,2019-12-14,19:05,
4976,2019-12-14,2019-12-14,10:19,2019-12-14,14:14,
5083,2019-12-12,2019-12-12,10:10,2019-12-12,17:58,
5165,2019-12-12,2019-12-12,09:23,2019-12-12,19:59,
5165,2019-12-13,2019-12-13,09:22,2019-12-13,22:18,
5171,2019-12-13,2019-12-13,12:31,2019-12-13,18:23,
5171,2019-12-14,2019-12-14,09:41,2019-12-14,19:04,
5177,2019-12-12,2019-12-12,11:44,2019-12-12,22:12,
5177,2019-12-13,2019-12-13,12:13,2019-12-13,22:17,
5235,2019-12-12,2019-12-12,10:35,2019-12-12,18:40,
5235,2019-12-13,2019-12-13,10:39,2019-12-13,16:03,
5283,2019-12-12,2019-12-12,08:35,2019-12-12,18:04,
5283,2019-12-14,2019-12-14,08:13,2019-12-14,18:43,
5292,2019-12-12,2019-12-12,08:52,2019-12-12,18:02,
5292,2019-12-13,2019-12-13,08:33,2019-12-13,18:02,
5292,2019-12-14,2019-12-14,09:01,2019-12-14,18:01,
5308,2019-12-12,2019-12-12,09:22,2019-12-12,18:37,
5308,2019-12-13,2019-12-13,09:21,2019-12-13,18:42,
5308,2019-12-14,2019-12-14,09:24,2019-12-14,15:15,
5344,2019-12-12,2019-12-12,09:50,2019-12-12,18:41,
5344,2019-12-13,2019-12-13,09:42,2019-12-13,11:09,
5421,2019-12-12,2019-12-12,09:35,2019-12-12,18:06,
5421,2019-12-13,2019-12-13,09:39,2019-12-13,18:10,
5424,2019-12-12,2019-12-12,09:57,2019-12-12,17:58,
5424,2019-12-13,2019-12-13,10:02,2019-12-13,18:12,
5446,2019-12-13,2019-12-13,13:33,2019-12-13,21:35,
5446,2019-12-14,2019-12-14,12:44,2019-12-14,21:33,
5480,2019-12-12,2019-12-12,10:25,2019-12-12,18:58,
5480,2019-12-13,2019-12-13,11:54,2019-12-13,19:04,
5482,2019-12-12,2019-12-12,12:57,2019-12-12,22:19,
5482,2019-12-14,2019-12-14,13:03,2019-12-14,18:43,
5501,2019-12-12,2019-12-12,06:01,2019-12-12,20:41,
5501,2019-12-13,2019-12-13,06:20,2019-12-13,20:46,
5501,2019-12-14,2019-12-14,00:24,2019-12-14,20:37,
5504,2019-12-12,2019-12-12,08:31,2019-12-12,19:16,
5504,2019-12-13,2019-12-13,08:43,2019-12-13,19:29,
5504,2019-12-14,2019-12-14,08:50,2019-12-14,18:46,
5519,2019-12-12,2019-12-12,10:23,2019-12-12,21:34,
5519,2019-12-13,2019-12-13,10:59,2019-12-13,20:33,
5519,2019-12-14,2019-12-14,10:58,2019-12-14,19:37,
5572,2019-12-13,2019-12-13,07:55,2019-12-13,17:03,
5572,2019-12-14,2019-12-14,07:54,2019-12-14,17:12,
5579,2019-12-12,2019-12-12,11:31,2019-12-12,21:15,
5579,2019-12-13,2019-12-13,11:45,2019-12-13,21:12,
5599,2019-12-12,2019-12-12,09:34,2019-12-12,18:43,
5599,2019-12-13,2019-12-13,09:34,2019-12-13,18:41,
5632,2019-12-12,2019-12-12,09:21,2019-12-12,18:15,
5632,2019-12-13,2019-12-13,09:14,2019-12-13,18:42,
5662,2019-12-12,2019-12-12,09:42,2019-12-12,18:31,
5662,2019-12-13,2019-12-13,10:11,2019-12-13,19:00,
5714,2019-12-12,2019-12-12,08:14,2019-12-12,17:04,
5714,2019-12-13,2019-12-13,09:14,2019-12-13,17:00,
5757,2019-12-12,2019-12-12,09:53,2019-12-12,19:14,
5757,2019-12-13,2019-12-13,09:51,2019-12-13,19:07,
5757,2019-12-14,2019-12-14,09:54,2019-12-14,18:52,
5801,2019-12-12,2019-12-12,09:04,2019-12-12,18:10,
5801,2019-12-14,2019-12-14,08:53,2019-12-14,18:48,
5845,2019-12-12,2019-12-12,10:10,2019-12-12,19:49,
5847,2019-12-12,2019-12-12,09:15,2019-12-12,18:10,
5847,2019-12-14,2019-12-14,10:14,2019-12-14,16:23,
5876,2019-12-13,2019-12-13,08:26,2019-12-13,12:07,
5876,2019-12-14,2019-12-14,10:23,2019-12-14,15:40,
5877,2019-12-12,2019-12-12,15:11,2019-12-12,16:37,
5879,2019-12-13,2019-12-13,08:42,2019-12-13,19:14,
5879,2019-12-14,2019-12-14,08:38,2019-12-14,19:07,
5904,2019-12-12,2019-12-12,09:07,2019-12-12,19:29,
5904,2019-12-13,2019-12-13,08:52,2019-12-13,18:35,
5904,2019-12-14,2019-12-14,08:40,2019-12-14,18:11,
5907,2019-12-12,2019-12-12,10:05,2019-12-12,20:15,
5907,2019-12-13,2019-12-13,10:08,2019-12-13,20:27,
5919,2019-12-13,2019-12-13,11:39,2019-12-13,18:21,
6046,2019-12-12,2019-12-12,08:30,2019-12-12,18:18,
6046,2019-12-13,2019-12-13,08:33,2019-12-13,19:14,
6046,2019-12-14,2019-12-14,08:38,2019-12-14,18:03,
6047,2019-12-12,2019-12-12,08:44,2019-12-12,18:05,
6047,2019-12-13,2019-12-13,08:45,2019-12-13,18:04,
6047,2019-12-14,2019-12-14,08:40,2019-12-14,18:04,
6063,2019-12-13,2019-12-13,10:56,2019-12-13,18:39,
6065,2019-12-12,2019-12-12,10:52,2019-12-12,21:55,
6065,2019-12-13,2019-12-13,12:10,2019-12-13,21:34,
6135,2019-12-12,2019-12-12,11:01,2019-12-12,18:52,
6135,2019-12-13,2019-12-13,10:43,2019-12-13,19:36,
6149,2019-12-12,2019-12-12,07:51,2019-12-12,17:51,
6149,2019-12-13,2019-12-13,08:00,2019-12-13,17:35,
6149,2019-12-14,2019-12-14,07:46,2019-12-14,17:50,
6185,2019-12-12,2019-12-12,09:31,2019-12-12,19:29,
6185,2019-12-13,2019-12-13,09:35,2019-12-13,19:35,
6205,2019-12-12,2019-12-12,07:18,2019-12-12,16:17,
6205,2019-12-13,2019-12-13,07:17,2019-12-13,16:20,
6205,2019-12-14,2019-12-14,07:18,2019-12-14,16:14,
6210,2019-12-12,2019-12-12,09:53,2019-12-12,19:51,
6210,2019-12-13,2019-12-13,10:22,2019-12-13,20:00,
6243,2019-12-12,2019-12-12,10:11,2019-12-12,18:04,
6247,2019-12-12,2019-12-12,09:05,2019-12-12,18:17,
6247,2019-12-13,2019-12-13,08:39,2019-12-13,17:46,
6285,2019-12-13,2019-12-13,14:23,2019-12-13,21:32,
6285,2019-12-14,2019-12-14,12:59,2019-12-14,20:12,
6322,2019-12-12,2019-12-12,08:58,2019-12-12,18:04,
6322,2019-12-13,2019-12-13,08:55,2019-12-13,11:09,
6386,2019-12-12,2019-12-12,08:18,2019-12-12,17:52,
6386,2019-12-13,2019-12-13,09:17,2019-12-13,18:43,
6469,2019-12-12,2019-12-12,09:19,2019-12-12,18:35,
6469,2019-12-14,2019-12-14,09:20,2019-12-14,18:31,
6535,2019-12-12,2019-12-12,09:39,2019-12-12,19:01,
6535,2019-12-13,2019-12-13,09:40,2019-12-13,19:11,
6537,2019-12-12,2019-12-12,10:16,2019-12-12,23:39,
6537,2019-12-13,2019-12-13,00:30,2019-12-13,18:29,
6547,2019-12-12,2019-12-12,09:36,2019-12-12,20:01,
6547,2019-12-13,2019-12-13,09:48,2019-12-13,20:03,
6547,2019-12-14,2019-12-14,09:37,2019-12-14,20:07,
6579,2019-12-12,2019-12-12,10:29,2019-12-12,18:50,
6579,2019-12-13,2019-12-13,10:46,2019-12-13,19:19,
6580,2019-12-12,2019-12-12,10:12,2019-12-12,13:04,
6644,2019-12-12,2019-12-12,11:00,2019-12-12,18:28,
6644,2019-12-13,2019-12-13,10:43,2019-12-13,19:11,
6680,2019-12-14,2019-12-14,07:50,2019-12-14,17:01,
6692,2019-12-13,2019-12-13,08:33,2019-12-13,18:03,
6692,2019-12-14,2019-12-14,08:24,2019-12-14,18:03,
6695,2019-12-12,2019-12-12,08:36,2019-12-12,17:52,
6695,2019-12-13,2019-12-13,08:44,2019-12-13,17:11,
6695,2019-12-14,2019-12-14,08:41,2019-12-14,18:05,
6723,2019-12-12,2019-12-12,09:34,2019-12-12,21:34,
6723,2019-12-13,2019-12-13,10:22,2019-12-13,10:35,
6831,2019-12-12,2019-12-12,10:15,2019-12-12,19:09,
6831,2019-12-13,2019-12-13,09:56,2019-12-13,18:46,
6831,2019-12-14,2019-12-14,09:50,2019-12-14,18:07,
6858,2019-12-12,2019-12-12,10:27,2019-12-12,18:52,
6858,2019-12-13,2019-12-13,10:05,2019-12-13,18:50,
6872,2019-12-12,2019-12-12,09:54,2019-12-12,18:52,
6872,2019-12-13,2019-12-13,09:50,2019-12-13,18:47,
6904,2019-12-12,2019-12-12,09:05,2019-12-12,18:35,
6904,2019-12-13,2019-12-13,08:54,2019-12-13,18:47,
6904,2019-12-14,2019-12-14,09:33,2019-12-14,12:57,
7007,2019-12-12,2019-12-12,10:02,2019-12-12,21:59,
7007,2019-12-13,2019-12-13,09:19,2019-12-13,18:31,
7053,2019-12-12,2019-12-12,11:04,2019-12-12,18:07,
7053,2019-12-13,2019-12-13,10:31,2019-12-13,17:39,
7092,2019-12-12,2019-12-12,10:39,2019-12-12,19:33,
7092,2019-12-13,2019-12-13,10:46,2019-12-13,20:09,
7099,2019-12-12,2019-12-12,08:33,2019-12-12,18:07,
7099,2019-12-13,2019-12-13,08:38,2019-12-13,20:31,
7099,2019-12-14,2019-12-14,08:35,2019-12-14,18:01,
7103,2019-12-12,2019-12-12,09:24,2019-12-12,19:44,
7103,2019-12-13,2019-12-13,09:19,2019-12-13,19:08,
7103,2019-12-14,2019-12-14,09:38,2019-12-14,20:05,
7106,2019-12-12,2019-12-12,09:28,2019-12-12,19:50,
7106,2019-12-14,2019-12-14,09:11,2019-12-14,19:51,
7205,2019-12-12,2019-12-12,08:24,2019-12-12,18:29,
7205,2019-12-13,2019-12-13,08:37,2019-12-13,18:26,
7205,2019-12-14,2019-12-14,08:18,2019-12-14,18:18,
7221,2019-12-12,2019-12-12,12:41,2019-12-12,21:27,
7221,2019-12-13,2019-12-13,12:34,2019-12-13,21:14,
7223,2019-12-12,2019-12-12,09:47,2019-12-12,19:02,
7281,2019-12-12,2019-12-12,09:49,2019-12-12,19:41,
7281,2019-12-13,2019-12-13,09:41,2019-12-13,19:31,
7281,2019-12-14,2019-12-14,09:12,2019-12-14,19:44,
7287,2019-12-12,2019-12-12,09:42,2019-12-12,18:43,
7287,2019-12-13,2019-12-13,09:55,2019-12-13,18:52,
7419,2019-12-12,2019-12-12,13:00,2019-12-12,21:54,
7419,2019-12-13,2019-12-13,12:07,2019-12-13,21:48,
7419,2019-12-14,2019-12-14,12:29,2019-12-14,21:32,
7456,2019-12-12,2019-12-12,09:26,2019-12-12,18:27,
7456,2019-12-13,2019-12-13,09:14,2019-12-13,16:54,
7545,2019-12-12,2019-12-12,09:26,2019-12-12,18:04,
7591,2019-12-12,2019-12-12,07:42,2019-12-12,18:22,
7591,2019-12-13,2019-12-13,07:50,2019-12-13,16:48,
7592,2019-12-12,2019-12-12,07:40,2019-12-12,19:11,
7592,2019-12-14,2019-12-14,07:34,2019-12-14,17:32,
7596,2019-12-12,2019-12-12,09:28,2019-12-12,18:32,
7596,2019-12-13,2019-12-13,09:24,2019-12-13,18:39,
7616,2019-12-12,2019-12-12,10:02,2019-12-12,18:45,
7616,2019-12-13,2019-12-13,10:37,2019-12-13,18:48,
7617,2019-12-12,2019-12-12,10:23,2019-12-12,18:41,
7617,2019-12-13,2019-12-13,11:14,2019-12-13,18:42,
7723,2019-12-12,2019-12-12,10:08,2019-12-12,18:06,
7723,2019-12-13,2019-12-13,10:55,2019-12-13,18:14,
7723,2019-12-14,2019-12-14,10:40,2019-12-14,16:55,
7765,2019-12-12,2019-12-12,12:27,2019-12-12,21:55,
7765,2019-12-13,2019-12-13,12:34,2019-12-13,21:48,
7765,2019-12-14,2019-12-14,13:03,2019-12-14,21:24,
7774,2019-12-13,2019-12-13,10:20,2019-12-13,19:20,
7815,2019-12-12,2019-12-12,08:43,2019-12-12,18:13,
7815,2019-12-13,2019-12-13,08:42,2019-12-13,18:17,
7815,2019-12-14,2019-12-14,08:39,2019-12-14,18:20,
7822,2019-12-12,2019-12-12,08:54,2019-12-12,18:06,
7822,2019-12-13,2019-12-13,08:56,2019-12-13,18:11,
7822,2019-12-14,2019-12-14,08:50,2019-12-14,18:07,
7926,2019-12-12,2019-12-12,09:01,2019-12-12,18:37,
7926,2019-12-13,2019-12-13,09:17,2019-12-13,18:44,
7941,2019-12-13,2019-12-13,09:22,2019-12-13,17:04,
7949,2019-12-12,2019-12-12,09:41,2019-12-12,19:55,
7949,2019-12-13,2019-12-13,10:01,2019-12-13,19:46,
7949,2019-12-14,2019-12-14,09:40,2019-12-14,19:53,
7958,2019-12-12,2019-12-12,08:09,2019-12-12,18:00,
7958,2019-12-13,2019-12-13,08:07,2019-12-13,17:25,
7958,2019-12-14,2019-12-14,07:36,2019-12-14,17:34,
7964,2019-12-14,2019-12-14,07:46,2019-12-14,19:10,
8036,2019-12-12,2019-12-12,09:29,2019-12-12,18:52,
8036,2019-12-13,2019-12-13,09:28,2019-12-13,18:55,
8060,2019-12-13,2019-12-13,12:46,2019-12-13,20:09,
8105,2019-12-13,2019-12-13,10:52,2019-12-13,18:38,
8105,2019-12-14,2019-12-14,12:10,2019-12-14,16:12,
8156,2019-12-12,2019-12-12,09:03,2019-12-12,18:44,
8156,2019-12-14,2019-12-14,08:44,2019-12-14,19:05,
8202,2019-12-12,2019-12-12,13:19,2019-12-12,22:00,
8202,2019-12-13,2019-12-13,09:05,2019-12-13,20:30,
8202,2019-12-14,2019-12-14,09:55,2019-12-14,19:43,
8254,2019-12-12,2019-12-12,09:52,2019-12-12,17:34,
8254,2019-12-13,2019-12-13,08:36,2019-12-13,17:47,
8288,2019-12-12,2019-12-12,12:27,2019-12-12,17:57,
8288,2019-12-13,2019-12-13,12:14,2019-12-13,21:34,
8288,2019-12-14,2019-12-14,12:37,2019-12-14,21:31,
8378,2019-12-12,2019-12-12,08:59,2019-12-12,18:40,
8378,2019-12-13,2019-12-13,08:56,2019-12-13,18:03,
8378,2019-12-14,2019-12-14,08:57,2019-12-14,18:21,
8435,2019-12-12,2019-12-12,08:57,2019-12-12,18:19,
8435,2019-12-13,2019-12-13,08:57,2019-12-13,19:25,
8435,2019-12-14,2019-12-14,09:03,2019-12-14,18:12,
8463,2019-12-12,2019-12-12,08:54,2019-12-12,18:01,
8463,2019-12-13,2019-12-13,09:05,2019-12-13,18:02,
8463,2019-12-14,2019-12-14,09:05,2019-12-14,18:02,
8465,2019-12-12,2019-12-12,07:24,2019-12-12,17:27,
8465,2019-12-13,2019-12-13,07:29,2019-12-13,17:05,
8465,2019-12-14,2019-12-14,07:24,2019-12-14,17:03,
8480,2019-12-12,2019-12-12,11:19,2019-12-12,21:38,
8480,2019-12-13,2019-12-13,10:56,2019-12-13,21:08,
8480,2019-12-14,2019-12-14,11:42,2019-12-14,21:10,
8489,2019-12-12,2019-12-12,12:27,2019-12-12,21:55,
8489,2019-12-13,2019-12-13,12:16,2019-12-13,21:32,
8489,2019-12-14,2019-12-14,07:58,2019-12-14,17:35,
8490,2019-12-12,2019-12-12,09:14,2019-12-12,19:11,
8490,2019-12-13,2019-12-13,09:35,2019-12-13,19:06,
8502,2019-12-13,2019-12-13,10:06,2019-12-13,19:08,
8502,2019-12-14,2019-12-14,09:49,2019-12-14,19:06,
8514,2019-12-12,2019-12-12,10:47,2019-12-12,20:43,
8514,2019-12-13,2019-12-13,10:36,2019-12-13,20:28,
8515,2019-12-12,2019-12-12,11:29,2019-12-12,20:31,
8515,2019-12-13,2019-12-13,09:51,2019-12-13,19:47,
8515,2019-12-14,2019-12-14,09:57,2019-12-14,20:12,
8518,2019-12-12,2019-12-12,08:37,2019-12-12,18:02,
8518,2019-12-13,2019-12-13,08:47,2019-12-13,18:02,
8579,2019-12-12,2019-12-12,10:38,2019-12-12,19:40,
8579,2019-12-13,2019-12-13,10:20,2019-12-13,19:23,
8580,2019-12-12,2019-12-12,10:37,2019-12-12,20:03,
8580,2019-12-13,2019-12-13,09:51,2019-12-13,19:23,
8582,2019-12-12,2019-12-12,11:28,2019-12-12,21:53,
8582,2019-12-13,2019-12-13,09:18,2019-12-13,20:28,
8582,2019-12-14,2019-12-14,10:14,2019-12-14,21:02,
